movie,sentence,score
똑똑똑,각본이 너무나도 허술하고 개연성 없으며 불친절하고 일방적이었던 ㅆㄹㄱ 같은 종교영화. 간만에 본 시간이 너무나도 아깝다는 생각이 들었음.,4
멍뭉이,볼만합니다 볼만합니다 애견인들께 추천.,8
기예르모 델토로의 피노키오,음.. 다른 시각의 피노키오 기예르모 델토로만의 매력,8
상견니,재밋게 봣습니다,4
천룡팔부: 교봉전,재밋게 봣습니다,4
크리드 3,재밋게 봣습니다,7
메간,엄청 재밋게 봣스비니다,6
정이,헐리웃 영화 못지않게 영상도 세련되고 배우들의 연기력도 뛰어나고 스토리도 탄탄하니 시간 가는 줄 모르고 본 영화. ,10
라인,엄청 재밋게 봣스비니다,8
암살,지금 이시기때 매일 방영해야할 영화입니다 슬픕니다 미안하고....,10
웅남이,최근본영화중 젤 웃으면서 봤네요ㅎ,10
쥴 앤 짐,엄청 재밋게 봣스비니다,8
소울메이트,일단 영화 색감이 너무 예쁘고 배우들의 연기가 더욱 몰입하게 만든 것 같아요 처음으로 n차 관람이 하고 싶다고 느껴진 영화였어요 정말 감동적이었습니다 그리고 이건 우정이 아니라 사랑 같다고 느껴졌습니다...,10
400번의 구타,엄청 재밋게 봣스비니다,8
애프터썬,엄청 재밋게 봣스비니다,9
바빌론,엄청 재밋게 봣스비니다,10
웅남이,넘 웃기고 재밌게 잘 봤어요! 박성웅 이제 코미디까지 잘해버리네요 ㅋㅋㅋㅋ ,10
타이타닉,엄청 재밋게 봣스비니다,10
"안녕, 소중한 사람",엄청 재밋게 봣스비니다,7
더 플랫폼,굉장히 철학적인 영화. ,8
네가 떨어뜨린 푸른 하늘,엄청 재밋게 봣스비니다,6
더 퍼스트 슬램덩크,30년 만에 살아움직이는 캐릭터들 보니 가슴이 요동칩니다.,10
카운트,엄청 재밋게 봣스비니다,6
서치 2,엄청 재밋게 봣스비니다,8
TAR 타르,엄청 재밋게 봣스비니다,9
앤트맨과 와스프: 퀀텀매니아,엄청 재밋게 봣스비니다,6
대외비,엄청 재밋게 봣스비니다,4
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",엄청 재밋게 봣스비니다,2
더 웨일,엄청 재밋게 봣스비니다,9
통영에서의 하루,"이 영화에서 통영은 그렇게 중요하지 않은 것 같다.나의 한때에 만나 좋아했던 사람을 가지고 있는 사람이라면 공감하지 않을까 싶다. 희연의 잘보이고 싶다라는 생각, 부끄럽다는 생각, 나를 객관적으로 보게되면서 초라함을 느끼는게 이해된다. 그 사람은 곧 나의 그때를 생각나게하고, 나를 그때로 돌려놓는 것 같아서 묘하게 불편하고 마음이 울렁울렁하는...",8
스즈메의 문단속,엄청 재밋게 봣스비니다,4
똑똑똑,엄청 재밋게 봣스비니다,8
콜 제인,엄청 재밋게 봣스비니다,4
소울메이트,엄청 재밋게 봣스비니다,7
샤잠! 신들의 분노,엄청 재밋게 봣스비니다,10
파벨만스,엄청 재밋게 봣스비니다,10
모나리자와 블러드 문,엄청 재밋게 봣스비니다,8
모나리자와 블러드 문,흥미를 끌만한 스토리와 사람을 조종한다는 초능력을 얻은 소녀라는 독특한 소재와 영상미도 좋았고 배우들의 연기도 좋았는데 OST는 신나긴 했는데 자주 들으니 몰입감도 깨지고 그냥 시끄러운 사운드였음.. 감독이 버닝을 보고 전종서에 반해서 전종서를 위한 영화를 만든 거 같은데 무엇을 말하려고 하는지도 모르겠고 난 그냥 자유를 찾아 떠난 모나가 디트로이트 피자를 먹으며 행복했으면 좋겠다. ,6
멍뭉이,노잼...슬프지도않는데 끝에 안죽는개가있냐는말나오던데 당연죽는개죽지 걍 맡기고가겠다 영화답답하네 그런데 유정이이쁘네용ㅎㅎ,1
혼자 사는 사람들,영화가 끝나면 왠지 모르게 성냥에 담배 피고 싶다 ... ,10
웅남이,부실한 시나리오로 장면마다 늘어진다. 대략 25분짜리 분량을 3배로 늘린 느낌. ,2
웅남이,평론가 말이 맞자나 ㅠㅜ;;;;,2
모나리자와 블러드 문,음악만 좋아요,5
50가지 그림자: 해방,....어쩔....시간이 아깝다,4
아웃포스트,하이퍼리얼리즘 현대전. 머나먼 아프간 땅에서 비참하게 죽어간 청춘들이 편히 쉴 수 있길. ,10
스마트폰을 떨어뜨렸을 뿐인데,교훈 ; 아이폰을 쓰자!,8
웅남이,어이가 없네요 참.. 마케팅에 돈은 많이 쓴 듯,1
상견니,하나의 영화로써 그 흐름으로 그저 처음 알고 보는 사람의 입장에서 영화를 만들어야하는데..영화를 보는이가 원작을 알거라 생각 하면서 만들다보니...  매우 불편하고 당연히 감동도 없고..(만든사람만 감동).. 뭐 궁금하면 원작을 보란 이야긴가?.(더 싫어짐)... 이건 영화를 이해하기 어려운게 아니라 영화를 참 못 만드네... 이런식이면 대만 영화는 보기 꺼려짐.,2
스즈메의 문단속,이게 평점이 왜 높은거죠???스토리 똥망 개연성 1도없고 설정은 개나 줬는지 앞에 나온 설정 이랑 내용 진행되는 내용이 너무 안맞아서 어이가 없을정도 무지성으로 이쁜그림 볼사람만 보면 될듯..,4
웅남이,헤어질결심보다 잼있음!,10
야차,존잼???? 결말까지 다 챙겨가서 너무 행복 !,10
스즈메의 문단속,신카이 마코토 3부작중에 제일 좋았어요! 스토리적 개연성 지적을 받았던 전작들에서 많이 발전되고 보완된 모습이 보였어요. 등장인물들의 심정에 하나 하나 공감이 가능하도록 잘 풀어간 것 같아요! 무엇보다도 영상미가 정말 좋아서 보는 내내 감탄하다 울다가 했네요 ^_^,10
아포칼립토,올만에봤는데 지금봐도 명작 어릴때도 전율 느낌,10
스즈메의 문단속,예고편에서 봤던 다녀오겠습니다 다녀와가 그렇게 슬픈 말인줄 몰랐음…,10
아웃포스트,내일 다섯시 반에 일어나야 하는데전우애 때문에 잠을 포기하게 된다,10
외계+인 1부,아 넘 재밌는데...평점이 낮네요저는 극호! 입니다!연기구멍하나없고 세계관탄탄하고 좋아요 재밌었어요!,10
스즈메의 문단속,"좀..이것저것 섞은 느낌? 무엇을 보여주는건지는 알겠는데 지루한건 어쩔수없는듯, 영상미랑 감동은 좀 받았어요 ",8
더 웨일,연기는 인상적이나 내용이 무엇을 전달하고싶은지 이해를 못했음,4
리멤버,작금의 윤씨와 국힘 놈들아. 이 영화를 봐라,10
서치 2,늙어서 그런지  이런 류 기법은 정신이 없어서 못보겠다. 멀미도 나고 ㄷㄷ  ,6
드라큐라,드라큐라를 본 그시절로 돌아가고싶네요. 흡혈귀가 되더라도..,10
대외비,전 이영화 너무 재밌게 봤습니다~!시간이 어케 가는줄도 모르고배우들의 연기는 정말 쪕니당~!최고에요!!그런데 평이 왜이런지..무섭네요..ㅜㅜ올해  최고의 영화입니다~!!,10
"구름의 저편, 약속의 장소",영화 첫부분에서는 마치 사유리가 죽은것처럼 묘사되면서 끝부분은 같이 비행기타고 가면서 엔딩나버림 궁금해서 찾아보니 소설 뒷부분이 더 있더만.... 그 부분까지 담아냈으면 더 좋았을듯.. ,8
차별,"김일성 초상화 걸어놓고, 수령님 만세 주체사상 교육시키는 조총련을 미화하는 이런 영화를 만들었는지...일본 문부성 교육과정도 거부해, 교실에 떡하니 김일성 김정일 사진 걸어놓고 수령님 주체사상 가르치는데 지원 안해준다고 차별임? 한국서 조선족 학교가 중국어 중국역사 가르치며 한국 정부에 지원 요구하면 한국정부가 해줘야 돼?",1
웅남이,네이버는 평점 알바 안막냐?,1
TAR 타르,포스터에 노미네이트 어쩌구 적어논건 무조건 걸러야 했는데 또 속았다,1
스즈메의 문단속,음 약간 막나가는게 있음 노래랑 영상미는 좋은데 스토리 자체는 칭찬이 안나왔네요,8
그린 북,안 끝나길 바랬던 영화!,10
올빼미,밝은 세상 속 어두운 진실을 목격했을 때 나는 과연 용기를 낼 수 있겠는가,7
파벨만스,스티븐스필버그는 아직 살아있네요!!,9
마루이 비디오,"끔찍한 사건을 추적해가는 과정은 흥미진진하고, 완벽하진 않지만 사실성을 높이려는 시도는 나쁘지 않다. 아쉬운 점은 공포라는 장르에 좀 더 집중하고 파고들었다면 어땠을까 싶다.",5
블랙 아일랜드,"반전이 되는 인물의 정체는 그럭저럭 괜찮지만, 몇몇 부분에서 어설프거나 과도하다고 느껴진다.",4
웅남이,항상 이 배우는  이런역할이지라는  관념을 깬 영화이자 아무생각없이 즐겼던 영화였던거 같아요 ㅎㅎ,8
유령,영상미와 연기 ost 딱 거기까지,9
웅남이,잼있어요……0:..,10
모글리: 정글의 전설,"모든 관점에서 “정글북” 실사 영화가 월등히 뛰어나고, 생각보다 어색한 CG는 몰입을 떨어뜨린다.",4
모나리자와 블러드 문,내용은 별로 기억에 안 남는데 노래 영상미는 정말 좋네요.,10
샤잠! 신들의 분노,1편보다 훨씬 괜찮고 잼있네요 볼만합니다.,8
웅남이,아주 재밌다고 할 수 없으나 b급감성으로보면 잘 만들어진 작품이다,10
플레인,생각보다 잼있었어요 볼만합니다.,10
웅남이,박성광 감독님 화이팅 !!!,10
롬멜: 사막의 여우,좀 지루한감이 없지 않음,7
소울메이트,볼만합니다 볼만합니다,8
야차,그냥. 별로. 비추작. 없음. ,2
폴: 600미터,긴장감 쩔고 완전 몰입하면서 봄..간만에 너무 재밌는 영화였다 최고! ,10
태극기 휘날리며,위대하다 란 말을 영화평가에 쓰는것을 선호하지 않지만 이 영화는 그럴 자격이 충분하다.,10
스즈메의 문단속,잼있게 잘 봤습니다 볼만해요,10
유령,놀라울 정도로 몰입이 안 된 영화. 유령 찾을 때는 유령이 안 궁금하고 갑자기 시작된 항일은 심하게 일차원적이었다. 미장센만 신경 쓴 것 같은 올 1분기 최악의 영화. 거의 뭐 카터랑 비슷한 급.,2
파벨만스,전기영화 치고는 매우 밋밋하게 만들어진 영화다. 마지막 부분에서 영화의 전설 노 감독을 만나 영화 제작의 핵심 기법을 들은 것이 오늘날의 스필버그를 만들었지 싶다. 그 무엇이든지 핵심을 깨우치는 것이 베스트 웨이다. 스스로 깨우칠려면 30년  걸릴 것도 그 무엇으로부터 운좋게  짧은  시간에 획득할 수도 있다,7
스즈메의 문단속,영상미가 아름다웠고 스토리가 훌륭했어요.,9
강릉,아무리 강원도 사투리를 흉내내려고 노력한다지만 어색해서 못봐주겠네...선생김봉두 생각나서 몰입안되네... ,1
극한직업,기본에 충실한 한국 코미디 영화,10
차별,"일본의 재일조선인에 대한 오래되고 바뀌지 않는 차별, 그 변화를 위한 고단한 과정이 전해집니다 고의적이고 계획적 차별 외에도,잘 알지 못하거나,알려고 하지 않는 데서 차별의 싹이 움트는 게 아닐까요 ",9
영웅,영화괸에서 보고 티비에 또 결제해서 여러번 보아도 최고볼때마다 전달하는 내용이더 많이 더욱 깊어져요,10
1408,"잘 만든 수작입니다. 이 영화는 소설이 원작입니다. 아무리봐도 감독이 영화화 구상을 하다가 일본 코나미 사의 호러명작 게임 《사일런트 힐 2 (Silent Hill 2)》에서 여러 장치들과 컨셉을 차용해온 것 같습니다. 작중 언급은 안하지만 정황상 &amp;#39;이면세계&amp;#39;로 간 것 같은 묘사도 그렇고, 결말 직전 무덤 장면이라든지, 죄의식과 죄책감이 이면세계에서 구체화 된다는 점이라든가, 지도가 이면세계에서 변형된다는 점도 그렇고. 죄의식의 대상의 죽음을 또 본다던지... 아무튼 매우 흥미진진하게 본 호러 수작입니다.",10
버닝,존재하지 않는 것에 너무 많은 신경을 쓰고 살지 않나,8
스즈메의 문단속,"스토리는 무난했고, ost나 연출에서 기립박수 보냅니다. 개연성이 떨어지니 하는 사람들은 해설이나 영상리뷰는 하나라도 보고 그렇게 말하는건지 모르겠네욤",10
웅남이,저는 개그프로보곤 잘안웃는데..웅남이 코믹스런부분  저랑코드가 맞아서 재밌었어요!!특히일권이님 부분ㅋㅋ이경이님 미끄러지는부분 구구부분 ㅋㅋ짧아서 아쉬웠지만 재밌게잘봤네요 마지막 특별출현에 놀램ㅋㅋ 큰별내용은없지만 그냥 볼만은하다~ ,10
늑대사냥,친구가 갑자기 무대인사 티켓 구했대서 스케줄상 영화 거의 못볼건데도 서인국 얼굴하나보겠다고 영화 끝날때쯤에 후다닥 달려갔었음 어쩌피 무대인사가 영화끝나고 하는거였어서 일단 들어갔는데 이상하게 영화관 안에 사람이 거의 없었음 영화관 들어가기전에 친구가 엄청 잔인해서 사람들 많이 나갔다고했는데 솔직히 안믿었음 근데 자리에 앉고나서 5분도 안되서 바로 이해가더라 빈속인데도 헛구역질 미친듯이나왔음;; 급하게 들어가서 팝콘 안산거였는데 샀으면 다 토할뻔 하필 앞에서 2~3번째 줄이였어서 진짜 죽을거같았음 영화 총 30분정도본거같은데 기빨려서 정신 반쯤 나가있었음 영화끝나니까 갑자기 사람들 우르르르 들어옴 잔인해서 다들 도망간거같음 나간사람들 들어오니까 영화관 꽉차던데ㅋㅋ 그리고 무대인사 하는데 사람들이 감독한테 할말있냐고할때 다같이 너무 잔인하다고 난리쳤음 무대인사 끝나고 친구랑 원래 같이 밥먹으려고했는데 안그래도 피곤한거에 속까지 울렁거리니까 음식생각이 1도안나서 포기함 결국 영화 막판에 몇분보고 비위 다 상해서 각자 집에감....; 잔인해도 정도가있는데 스토리도 거의 막판에 우다다다 느낌으로 급하게 진행해버리고 그마저도 별거 없어서 비위만상함 친구 혹은 애인이랑 볼건 진짜아닌듯 차라리 웬수랑 보러가셈 나 이거보고 며칠동안 후유증 오졌음,1
스즈메의 문단속,정말 너무 재미있게 봤어요 ㅠㅠㅠ,10
웅남이,무난하게 웃기고 재밌긴 했습니다.. 스토리는 뭔가 아쉽긴 하지만요..,7
스마트폰을 떨어뜨렸을 뿐인데,평점개낮은거많은데난 진짜솔직히 재밋고 가슴쫄이면서봄. 마지막에 넘 스릴넘쳐서 소리끄고봣다 다시돌려서소리키고봄. 존나재밋던데 왜캐욕댓글이많을까,10
웅남이,여기 알바 무지 많네  아놔 평점 하기도 싫음,2
포커페이스,그나마 갖고 있던 최소한의 기대마저 꺾어버리고 만다. 기어이.,1
꼬마돼지 베이브의 바다 대모험,"어디서 본 것 같은, 보기 전에 이미 다 본 것 같은 기시감.",1
틸,주제는 변함없이 좋다. 그러나 이것을 그려내는 연출력의 한계가 뚜렷하다.,1
웅남이,한 평론가의 평으로 호기심이 생겨 보러 갔는데 안타까웠습니다-.-; 웃기기라도 맘껏 했어야죠… 맹탕도 이런 맹탕이 없어요. 좋은 배우들 데리고.. 첫술에 배부르겠어요? 많이 느끼고 배우기를 바랍니다. 박성광 감독님! ,2
더 퍼스트 슬램덩크,"원작이 그대로 살아숨쉬는 새로운 오리지널, 축제가 끝나기 전에 꼭 극장 가서 보세요",10
세크리테어리엇,좋은 영화다다이안 레인은 참 곱게 늙네,10
멍뭉이,"빌런 없고, 억지 없고, 신파 없고, 감동과 교훈이 있다. 이 각박한 세상에 이렇게 맑고 고운 영화가 나오다니.. 정말 마음이 따뜻해진다. 올해 최고의 힐링 영화! ",10
웅남이,좌충우돌 웅남이입니다,10
샤잠! 신들의 분노,이거 왜 재밌는거지.. 4DX 버프도 있었지만 1편보다 시간 잘간듯..,7
사쿠란,꿈처럼 사랑하고 싶다.,10
웅남이,신파없는 이게 찐 코미디지!!,10
문폴,전 흥미진진하고 재밌었어요 평점은 별로라서 아무기대없이 봐서 그런가 아주 재밌었고 아주 흥미진진했어요,10
파벨만스,올해 최고의 영화 중 하나다,9
곡성(哭聲),영화가 할 수 있는 모든 것.,10
스즈메의 문단속,"평소에 감수성이 풍부한 편이지만 단 하나의 눈물방울도 나오지 않음. 주인공중 갑자기 의자가 되서 얼굴이 안나오고 진행하지 않나, 여주인공의 상황을 모르는 입장에선 당연히 이해가 안되는것이 맞지만 결국 아무런 이야기도 듣지않고 여주인공을 받아주고,도와주고.. 개연성이 없음. 그리고 문이 나오면 무조건 닫으려고만 하고 고양이만 보고 소리지르며 달려가는게 끝. 맨마지막엔 과거의 나와 미래의 나를 연결시켜서 소름돋는 포인트를 연출하려 한것같으나 과거 서사를 자세히 모르는 우리들에겐 화면 속 주인공들만 감동적인 기분을 느끼는것이 끝. 날씨의 아이보단 나으나 여전히 부족한 내용,억지 감동포인트.. 좋은 건 노래와 영상미 둘뿐이었다",4
뱅드림! 필름 라이브 세컨드 스테이지,"RAISE A SUILEN,Roselia 꽤 괜찮았다",8
웅남이,박성광님  응원하는 입장으로 가서봤는데... 영구와 땡칠이가  더 재밋음,2
웅남이,영화인지 .. 콩트인지..영화계를 엉망으로 만든영화..영화찍고 싶었으면 개그콘서트 후배들델꼬찍던가..,1
멍뭉이,오랜만에 가족끼리 재밌는영화본거같아요... 감동적이고 저희도 강아지 키우다가 마지막 가는길까지 보내주고왔는데..  공감도되고.. 너무 재밌게 봤습니다ㅜㅜ,10
아가씨,사랑하게 되실거에요.,10
플레인,긴장감있고 생각보다 재밌었어요. 미루지 말고 일찍 볼걸 그랬네요.,7
스마트폰을 떨어뜨렸을 뿐인데,일본 원작보다는 훨 나았음. 일본원작은 기대하고 봤다가 대실망,6
파벨만스,감독의 영화에 대한 사랑을 엿볼 수 있다. 카메라 워크로 지평선을 보여주며 끝맺는 재치 있는 엔딩이 여운을 남긴다.,8
스즈메의 문단속,예쁜 작화 + 예측 가능한 스토리 + 너무 숨긴 의미들 = 밋밋한 수제비 먹는 느낌,7
틸,감독이름만큼 특이함,7
위험한 동거,결혼은 절대 할 게 못된다는 솔직하고 진실된 교훈을 주는 영화.,10
소울메이트, 일상스러운만큼 이야기인만큼 깊은 감동과 힐링을 주는 영화였어요 김다미 배우님 체고 ???? ,9
모나리자와 블러드 문,전종서 버닝과 연애 빠진 로맨스 봤는데 연기 잘함...,6
웅남이,조던 필도 코미디언출신인데 성골&amp;진골이 따로 있노...평론가 놈들 쎄하네,6
웅남이,장면이 연결되지않고 뚝뚝 끊어지고 갑자기 다른장면으로 휙휙바뀌니...웃기긴 합니다만 웃긴장면 짜집기한거같아요 ,1
니 부모 얼굴이 보고 싶다,학폭의 가해자와 피해자가 분명한데도 이 세상의 부모나 자신의 이득에 해가 갈까봐 졸렬하게 행동하늕어른들이 이 사실을 헝클어버린다. 보면서 분노가 치밀어올랐다. 일말의 불안한 그 느낌이 맞아떨어지는 순간 어이 상실~ 스토리도 배우들의 연기도 연출도 개인적으로 맘에 들었다. 어이 상실에도 불구하고,9
비상선언,볼만함테러범일찍죽은건아쉬움 ,6
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",재방영 해주는 느낌,8
스즈메의 문단속,지진에 대한 이야기를 잊지 말자는 이야기,8
웅남이,여기 별점 높게주신분들 다 알바이신가요?... 2시간동안 개콘보고 나온 기분인데 문제는 그 개콘이 재미없는 코너들만 모아놓은 느낌이었어요 ㅠ,1
웅남이,별 기대 안하고 봤는데 근 5년간 본 영화중에 최고였습니다,10
타이타닉,타이타닉을 첫 관람이였는데 3D로 인해 영상을 다 망친듯하다 그게 너무 아쉽다,8
웅남이,아 진짜 웃음 눈물 다 나오는 영화였음ㅠㅠ 완전 재밌고 배우분들 연기력에 두번 반함 ♥ 진짜 웅남이 2 나올거같은데 제발 빨리 나와라ㅠㅠ,10
바빌론,ost와 연기력만으로도 충분한 영화,8
웅남이,간만에 천만 가즈아~~~,10
스즈메의 문단속,의자에 앉는 씬이 제일 인상적,6
웅남이,개봉첫날 관객수 3만명 돌파! 충격입니다.,1
더 퍼스트 슬램덩크,농구 하면 슬램덩크,8
웅남이,그냥 재밌음 감독이 개그맨출신이라 걱정되기는 했는데 ㄹㅇ 볼때 다들 웃고 즐겁게 봄 돈 값하네요^^,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",친구 보여줬는데 너무 좋아했어요,7
방법: 재차의,개쓰레기영화..쓰레기..쓰레기…쓰레기……,1
RRR: 라이즈 로어 리볼트,유치하지만 보만하네요.노래만 안하면 좋겠음,10
플레인,스나이퍼 씬만 기억에 남는다,4
원피스 필름 레드,원피스를 보지 않고 가서 그런지 감동이 덜 했습니다우타의 콘서트를 보는 것 같았어요,8
스즈메의 문단속,중반 이후 동어반복 늘어지는 서사가 옥의 티.,7
웅남이,저도 재미있게 잘봤습니다 생각했던 것보다 재밌어요.,8
중경삼림,"스크린의 배어있는 그 시대의 향수, 떠나고 싶지 않다. ",9
웅남이,세상에 어떻게 이런 영화를~~쓴웃음밖에웃으려고 갔다가 졸려죽을뻔,2
동감,그냥 보고 왔어요 ㅎㅎ 배우들은 좋았습니다,8
웅남이,믿고보는 박성웅 최민수 등등 모든배우들 연기 완벽..스토리탄탄 올만에 웃었네용ㅋㅋ,10
더 퍼스트 슬램덩크,슬램덩크를 영화로보고 빠져들어서 하루만에 만화책 정주행하고 또 영화로 봤습니다. 모르고 볼때와 알고볼 때의 느낌이 다르네요.,10
어떤 영웅,인물들간의 관계와 심리 연출이 섬세하다 마지막 롱쇼트 인상깊다,8
파벨만스,정말 힘든 시간을 보내셨군요 감독님 ... ㅠㅠ,9
다음 소희,무력한 현실 먹먹합니다,10
소울메이트,잔잔하고 재밌어요 츄천,10
아임 히어로 더 파이널,부모님이 매우 만족해하십니다.  다음에 기회가 된다면 콘서트 직접 관람시켜드려야 겠네요~,10
플레인,제라드 왜케 작품 선택력이 휴... 300 말고 명작이 없냐 항상 몸값이 너무 아까운 배우.,6
소울메이트,누군가 생각나는 영화였습니다,7
플레인,볼만합니다,7
소울메이트,미소가 말아주는 칵테일 먹고 싶다,6
웅남이,안일권님 장면에서 동생들하고 터져서 집에 돌아오는 길에도 많이 웃었어요. 근래 보기드문 재미있는 코미디 영화인데 감동도 있어요.,9
정직한 후보2,1편보다 재밌게봤눈데 나는 2편을 먼저보고 재밌어서 오늘 1편봄,10
크레이지 핸드,걍 그냥그럼. 이 영화를 장르를 나눈다는 자체가 아이러니하고 재밋다?재미없다도 모르겠음. 편하게 보다가 잠드셔도 편안한 영화,7
플레인,계속해서 긴장감과 몰입을 갖고 감. 담백한 연기,8
웅남이,박성광에게 높은 평점을 주고 싶은 영화입니다. 기대이상으로 괜찮았어요. ,10
소울메이트,소울메이트인 친구랑 봤는데 당황,7
RRR: 라이즈 로어 리볼트,개연성 다 떨어지지만 병맛스러운 매력~~ !! 3시간이 훅 간다.. 역시 인도영화~~~ 묘한 매력 있음.. 좀 잔인하지만~~ 킬링타임용으로 짱잼!!! ,8
바빌론,OST로 느끼는 최고의 절정,9
스즈메의 문단속,개연성의 부족이라고 하시는 분이 계시는데 그렇게 가정을 한다면 너의 이름은에서는 갑자기 몇십년만에 유성이 떨어지다가 분할되서 마을이 초토화 되는데 그 부분도 개연성이 없다고 보시겠네요. 이런걸로 트집을 잡으신다면 판타지 애니메이션은 별로 추천드리지 않습니다. ,10
스탠 바이 미,아 졸려라~ 3배속 보기를해도 정상플레이 버튼을 누르고 싶지않네...미국 동네꼬마 노는얘기,6
지오스톰,왜이렇게 남동생 밥맛이지ㅋㅋ 늘 기계는 잘못이 없고 인간이 문제여,5
스즈메의 문단속,내가 받았던 모든 것들을 나에게,7
파벨만스,스필버그에 대해 모르고 있던 많은 사실을 알게 해 준 영화,10
파벨만스,파벨만에게 영화는 삶이 담긴 그릇이자 삶에 영향을 주는 도구이다. 감독은 화면의 구도를 제시하며 우리에게 영화를 보는 시점에 대해 물음을 던진다.,9
퓨리,유능한 상관한명이 한개사단을 구할수도 있고 다 죽음으로 내몰수도 있다. 사회의 민간사업체처와 같이 군인도  능력이 더 뛰어날수록 우대해줘야한다,9
소울메이트,원작에 비해 무뎌진 이야기,6
메이킹 패밀리,"애기 연기 잘함, 한국영화",10
웅남이,생각보다 웃겨서 볼만 했어요지루하지도 않고,8
더 퍼스트 슬램덩크,추억 그 이상의 추억,8
웅남이,감독이 누구고를 떠나서 유쾌하던데 ,10
스즈메의 문단속,모르고 봤을 때보다 알고 봤을 때 더 깊숙이 다가오는 작품,10
웅남이,와이프는 좀 웃던데 저는 웃음기 하나 없이 보고 왔습니다. 전체적인 평점 평균이 7점 이상이길래 1점2점 평점들이야 평점 테러겠지...라는 생각에 영화 예매. 보는 내내 부자연스러운 개그코드... 억지웃음 연출. 너무 재미 없었고 유치하면서 스토리가 산으로 가는 느낌이었어요. 등장인물들의 스토리도 엉성해 몰입감은 전혀 없었습니다.비추천합니다,1
차별,"나 자신이 얼마나 차별적인 시선을 갖고 살아왔는지, 그리고 그 차별을 받는 사람들에게 무관심했는지를 깨닫는 90분",10
웅남이,재밌게 볼 수 있는 가족영화. 연기 구멍없고 스토리 아이디어 엄청 좋았음. 웅남이 2 나오면 전작보다 더 재밌을거 같음 떡밥 엄청 뿌렸던데 ㅎㅎ,10
웅남이,응원합니다ㅎㅎ잘봤어요,10
미혹,이거 진짜 숨은 개명작이다. 이런 공포영화는 처음이야.,10
너는 내 운명,전도연도 연기 잘하고 황정민도 연기 잘하고 스토리도 너무 감동적이고 잘봤습니다~,10
사도,송강호 왕 역할하고 유아인 세자 연기 너무 잘어울리고 잘한다  ,10
히말라야,엄홍길 너무 대단한거 같고 그를 연기한 황정민 역시 최고!,8
웅남이,오랜만에 소소하게 진짜 재밌는영화봤습니다~~한참 웃었네요. ~~~~,10
웅남이,하... 음.. 친한 사람한텐 추천 못할것 같음,1
웅남이,박성웅님 르와르가 정말 멋있는 분이신데고믹쪽에도 잘어울리시네요 웅남이 화이팅,10
파벨만스,"영화광으로서 스필버그 어르신의 자전적 이야기를 놓치면 되나. ET와 인디아나존스, 쥬라기공원, 그리고 쉰들러리스트라는 이야기들에 감사하는 마음으로 영화관을 찾았지만 이 영화는 더욱 더 묵직했다. 150분 동안 역사극, 드라마, 코미디, 서스펜서 등 장르를 넘나들며 많은 에피소드와 사람, 사랑, 감정 등 인생에 대한 대가의 허심탄회한 이야기를 들은 기분.",10
웅남이,"후.,....,...,",2
올빼미,평점 낚시입니다 ㅅㅂ 내돈,2
파머,심심할 수 있는데 확실히 휴머니즘 있음.,10
스즈메의 문단속,영상미만으로도 15000원 아깝지 않은 영화,9
토니 타키타니,글자 너머의 공기를 화면에 담는 방식,8
서치 2,서치 시리즈 재밌네요~,8
소울메이트,올해 나온 한영중엔 제일 낫다,7
카운트,생각보다 재밌었어요,8
미혹,이걸 시간과 돈을 들여서 찍은 게 공포,1
웅남이,무릎꿇고 있는게 너무 웃겨서 혼났어용,10
웅남이,오늘  웅남이 보고 오는길 오랜만에 친구들과 배가 아프도록 웃었네요 웃다가 어찌나 눈물이 나던지 박성광씨 이런 재주도 있었네요 !잘될거예요 응원 할게요 !재미있어요 ,10
워킹 걸,그시대의 순수함이 보이는 주인공이 주인공이고 선과악이 뚜렷한 그러나 좌절하지말고 일어서라 그리하면 이루리라 ,10
웅남이,쩝....하....에휴.. ,1
야차,현재 친일에 빠져있는 대통령에 대해 한번쯤 더 생각하게 만드는 영화,10
웅남이,저는 아직 보기전인데요 클레멘타인처럼 평점 올리는 건가요 아니면 정말 이 점수대의 재미인가요? 클레멘타인처럼 반어법이면좋아요 정말재밌으면 싫어요좀 부탁해요,6
그대가 조국,이딴 ㅆ렉 영화는 개나줘라,1
블랙폰,볼만해요. 아이들이 많이 나오고 안타깝긴해도 끝까지 보게되네요,8
2001 스페이스 오디세이,SF분야를 넘어선 영화 역사상 최고의 걸작.,10
더 퍼스트 슬램덩크,"재미는 있었는데 슬램덩크 팬들 관객매너 진짜 최악이여서 김샜음. 평생 이런거 처음봤다. 경기끝나는 장면에서 여운느낄새도없이, 심지어 영화가 끝나지도않았는데 수십명이 영화관을 뛰어서 우르르 몰려나가더라. 남아서 보는사람들은 뭔일났나싶어서 어리둥절하고 집중도못하고. 나와보니까 영화관에서 증정하는 무슨 오타쿠용품같은거 받으려고 줄서느라 그랬나보던데 다시는 일본애니메이션 영화관에서 안봐야지. ",8
웅남이,나는 평론가 평점에 관심도 없고 보지도 않지만 용철아 부디 사과해라 리뷰들 돌아다니는거 보니까 선을 넘었다 이 양반아,9
