,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,출연,평점
2957,나쁜놈은 죽는다,손호,TCO더콘텐츠온,2016-02-04,장편,중국,138,115698700,14767,코미디,15세관람가,일반영화,2016,2,겨울,217026182,"['손예진', '진백림', '신현준']",3.24
2958,데드폴,스테판 루조비츠키,에스비에스콘텐츠허브,2013-01-23,장편,미국,82,101887000,14744,범죄,청소년관람불가,일반영화,2013,1,겨울,213351030,"['에릭 바나', '올리비아 와일드', '찰리 허냄']",6.55
2959,빅 식,마이클 쇼월터,리틀빅픽쳐스,2018-07-18,장편,미국,136,118693400,14697,멜로/로맨스,15세관람가,독립/예술영화,2018,7,여름,216385269,"['쿠마일 난지아니', '조 카잔', '홀리 헌터', '레이 로마노']",8.43
2960,아픈 만큼 사랑한다,임준현,드림팩트엔터테인먼트,2019-04-03,장편,한국,121,99333600,14682,다큐멘터리,전체관람가,독립/예술영화,2019,4,봄,226678777,['박누가'],9.8
2961,피노키오의 모험,안나 저스티스,소나무픽쳐스,2014-09-18,장편,독일,54,105233300,14557,애니메이션,전체관람가,일반영화,2014,9,가을,215068958,"['마리오 아도프', '아론 키지오프']",8.23
2962,시민 노무현,백재호,삼백상회,2019-05-23,장편,한국,174,116930250,14500,다큐멘터리,12세관람가,독립/예술영화,2019,5,봄,226678777,['<b>노무현</b>'],6.31
2963,아사코,하마구치 류스케,이수C&E,2019-03-14,장편,일본,167,124515619,14441,드라마,12세관람가,독립/예술영화,2019,3,봄,226678777,"['히가시데 마사히로', '카라타 에리카']",7.28
2964,갬빗,마이클 호프만,나이너스엔터테인먼트,2013-11-28,장편,미국,94,95213128,14426,코미디,15세관람가,독립/예술영화,2013,11,가을,213351030,"['콜린 퍼스', '카메론 디아즈', '앨런 릭먼', '톰 커트니', '스탠리 투치']",7.08
2965,춘몽,장률,프레인글로벌,2016-10-13,장편,한국,96,114343700,14423,드라마,15세관람가,독립/예술영화,2016,10,가을,217026182,"['한예리', '양익준', '박정범', '윤종빈']",7.97
2966,무수단,구모,오퍼스픽쳐스,2016-03-03,장편,한국,228,112188400,14386,미스터리,15세관람가,일반영화,2016,3,봄,217026182,"['이지아', '김민준']",3.04
2967,리틀 보이,알레한드로 몬테베르드,플러스엠 엔터테인먼트,2015-12-10,장편,미국,143,100778300,14343,드라마,12세관람가,독립/예술영화,2015,12,겨울,217299523,"['에밀리 왓슨', '케빈 제임스', '데이빗 헨리', '제이콥 살바티', '캐리 히로유키 타카와', '마이클 래파포트', '톰 윌킨슨']",8.99
2968,터치 오브 라이트,장영치,씨너스엔터테인먼트,2013-03-14,장편,기타,128,94716000,14323,드라마,전체관람가,독립/예술영화,2013,3,봄,213351030,"['장용용', '황유상', '이열', '가숙근']",8.9
2969,수영장으로 간 남자들,질 를르슈,엣나인필름,2019-07-18,장편,프랑스,79,115372096,14285,코미디,15세관람가,독립/예술영화,2019,7,여름,226678777,"['마티유 아말릭', '기욤 까네', '브누와 뽀엘부르드', '장 위그 앙글라드']",8.92
2970,마이 뉴욕 다이어리,필리프 팔라도,영화사 진진,2021-12-09,장편,기타,180,113072030,14275,드라마,12세관람가,독립/예술영화,2021,12,겨울,60531087,"['마가렛 퀄리', '시고니 위버']",7.34
2971,유니콘 원정대: 비밀의 다이어리,카말 반살,팝엔터테인먼트,2018-06-21,장편,기타,235,109649600,14261,애니메이션,전체관람가,독립/예술영화,2018,6,여름,216385269,"['최원형', '변종필', '장은숙', '안종덕', '장경희', '이민하']",8.0
2972,개구리왕국 2,펭 페이,예지림엔터테인먼트,2017-03-23,장편,중국,171,99741700,14236,애니메이션,전체관람가,독립/예술영화,2017,3,봄,219876227,"['사문영', '이경태', '임주현', '홍진욱', '윤세웅', '이현']",6.88
2973,하나와 앨리스: 살인사건,이와이 슌지,씨제이이엔엠,2015-05-27,장편,일본,67,112007100,14226,애니메이션,12세관람가,독립/예술영화,2015,5,봄,217299523,"['아오이 유우', '스즈키 안']",8.45
2974,양지의 그녀,미키 타카히로,영화사오원,2019-03-21,장편,일본,134,123216580,14224,멜로/로맨스,12세관람가,독립/예술영화,2019,3,봄,226678777,"['마츠모토 준', '우에노 주리']",8.4
2975,피는 물보다 진하다,김희성,이놀미디어,2022-05-25,장편,한국,78,90700500,14201,액션,15세관람가,일반영화,2022,5,봄,112805094,"['조동혁', '이완', '임정은']",4.54
2976,아티스트 봉만대,봉만대,씨너스엔터테인먼트,2013-08-29,장편,한국,131,93817000,14188,코미디,청소년관람불가,일반영화,2013,8,여름,213351030,"['<b>봉만대</b>', '곽현화', '성은', '이파니']",7.77
2977,아노말리사,듀크 존슨,롯데엔터테인먼트,2016-03-30,장편,미국,93,115387000,14153,애니메이션,청소년관람불가,독립/예술영화,2016,3,봄,217026182,"['제니퍼 제이슨 리', '데이빗 듈리스', '톰 누난']",7.44
2978,해피 어게인,커트 보엘커,엣나인필름,2018-03-28,장편,미국,98,104133900,14134,드라마,15세관람가,독립/예술영화,2018,3,봄,216385269,"['J.K. 시몬스', '오데야 러쉬', '줄리 델피', '조쉬 위긴스']",8.96
2979,그레이시 스토리,데이비스 구겐하임,미로비젼,2008-03-27,장편,미국,90,85848000,14043,드라마,12세관람가,일반영화,2008,3,봄,147428639,"['엘리자베스 슈', '더모트 멀로니', '칼리 스크로이더']",7.17
2980,청춘적니,샤모,다자인소프트,2022-01-12,장편,중국,112,116128670,14012,멜로/로맨스,12세관람가,독립/예술영화,2022,1,겨울,112805094,"['굴초소', '장정의']",7.34
2981,벨파스트,케네스 브래너,유니버설픽쳐스인터내셔널 코리아,2022-03-23,장편,미국,272,127992070,14002,드라마,12세관람가,독립/예술영화,2022,3,봄,112805094,"['주드 힐', '케이트리오나 발피', '주디 덴치', '제이미 도넌', '시아란 힌즈']",8.3
2982,체크 히어로,앤더스 마테센,예지림엔터테인먼트,2019-10-23,장편,기타,221,101176750,13951,애니메이션,전체관람가,독립/예술영화,2019,10,가을,226678777,"['이다은', '남도형']",7.25
2983,자객 섭은낭,허우 샤오시엔,영화사 진진,2016-02-04,장편,기타,52,108695700,13938,사극,12세관람가,독립/예술영화,2016,2,겨울,217026182,"['서기', '장첸', '사흔영', '츠마부키 사토시']",6.73
2984,뷰티풀 보이,펠릭스 반 그뢰닝엔,이수C&E,2019-09-19,장편,미국,130,110353198,13906,드라마,15세관람가,독립/예술영화,2019,9,가을,226678777,"['스티브 카렐', '티모시 샬라메']",8.48
2985,보트,김영남,스폰지이엔티,2009-05-28,장편,한국,51,94173691,13904,드라마,15세관람가,독립/예술영화,2009,5,봄,155398654,"['하정우', '츠마부키 사토시']",5.4
2986,호스트: 접속금지,롭 새비지,넥스트엔터테인먼트월드,2021-07-21,장편,영국,148,128187100,13866,공포(호러),15세관람가,독립/예술영화,2021,7,여름,60531087,"['헤일리 비숍', '젬마 무어', '엠마 루이즈 웨브', '라디나 드란도바', '캐롤라인 워드', '실란 백스터']",6.79
2987,프로즌 그라운드,스콧 워커,박수엔터테인먼트,2014-02-06,장편,미국,88,103660500,13853,스릴러,청소년관람불가,일반영화,2014,2,겨울,215068958,"['니콜라스 케이지', '존 쿠삭', '바네사 허진스', '라다 미첼']",7.43
2988,호비와 엄마나무섬의 비밀,히라바야시 이사무,머스트씨무비릴리징컴퍼니,2015-07-02,장편,일본,74,94353500,13802,애니메이션,전체관람가,독립/예술영화,2015,7,여름,217299523,"['미나미 오미', '미키 타카하시', '야마자키 타쿠미', '가슈인 타츠야']",8.79
2989,미어캣의 모험,제임스 허니본,예지림엔터테인먼트,2009-08-06,장편,영국,62,97192628,13797,다큐멘터리,전체관람가,일반영화,2009,8,여름,155398654,"['폴 뉴먼', '알렉산더 맥콜 스미스']",8.04
2990,산이 울다,래리 양,팝엔터테인먼트,2016-05-25,장편,중국,107,104827700,13791,드라마,15세관람가,독립/예술영화,2016,5,봄,217026182,"['량예팅', '왕쯔이']",9.04
2991,헤이츠,마크 톤데라이,나이너스엔터테인먼트,2012-12-06,장편,미국,75,94348000,13747,스릴러,15세관람가,일반영화,2012,12,겨울,194890587,"['엘리자베스 슈', '맥스 티에리옷', '제니퍼 로렌스']",6.62
2992,너와 사랑한 시간,황진진,오드,2022-11-30,장편,기타,92,94305800,13722,멜로/로맨스,12세관람가,일반영화,2022,11,가을,112805094,"['류이호', '구리나자']",7.78
2993,가나의 혼인잔치: 언약,기타,CBS,2020-11-26,장편,미국,116,120357330,13712,다큐멘터리,전체관람가,일반영화,2020,11,가을,59523967,"['션 알다란', '잭 힙스', '젬마 리주토', '케빈 헤이어', 'J.D 파락']",9.39
2994,해길랍,채밀결,오드,2021-03-31,장편,기타,223,120957390,13690,멜로/로맨스,15세관람가,독립/예술영화,2021,3,봄,60531087,"['허광한', '요애녕', '임의잠']",5.73
2995,극장판 타오르지마 버스터-블랙어썰트의 귀환,조영광,이수C&E,2019-12-05,장편,한국,259,95196920,13685,코미디,전체관람가,독립/예술영화,2019,12,겨울,226678777,"['홍범기', '안효민', '안영미']",9.56
2996,심야카페: 미씽 허니,정윤수,영화특별시에스엠씨,2022-11-17,장편,한국,174,98978194,13682,멜로/로맨스,12세관람가,일반영화,2022,11,가을,112805094,"['채서진', '이이경', '신주환']",6.37
2997,토니 에드만,마렌 아데,그린나래미디어,2017-03-16,장편,독일,64,109972800,13677,드라마,청소년관람불가,독립/예술영화,2017,3,봄,219876227,"['페테르 시모니슈에크', '산드라 휠러']",8.08
2998,오직 사랑뿐,엠마 아산테,팝엔터테인먼트,2018-02-08,장편,영국,105,106539718,13580,드라마,12세관람가,독립/예술영화,2018,2,겨울,216385269,"['데이빗 오예로워', '로자먼드 파이크']",8.57
2999,해피 홀리데이,가이 젠킨,스톰픽쳐스코리아,2015-05-14,장편,영국,102,102633800,13529,코미디,12세관람가,독립/예술영화,2015,5,봄,217299523,"['로자먼드 파이크', '데이비드 테넌트', '빌리 코놀리']",7.97
3000,피치 퍼펙트,제이슨 무어,유니버설픽쳐스인터내셔널 코리아,2013-03-28,장편,미국,143,90720000,13520,코미디,15세관람가,일반영화,2013,3,봄,213351030,"['브리타니 스노우', '안나 켄드릭', '레벨 윌슨', '스카이라 애스틴', '벤 플랫', '안나 캠프']",7.87
3001,오마주,신수원,트윈플러스파트너스,2022-05-26,장편,한국,133,102534500,13519,드라마,12세관람가,독립/예술영화,2022,5,봄,112805094,"['이정은', '권해효', '탕준상', '이주실', '김호정']",8.42
3002,피막,반종 피산다나쿤,와이드 릴리즈,2014-09-25,장편,기타,170,101978400,13484,코미디,12세관람가,독립/예술영화,2014,9,가을,215068958,"['마리오 마우러', '다비카 후네']",7.83
3003,원피스 3D : 밀짚모자 체이스,사토 히로유키,미디어데이,2012-01-26,단편,일본,111,91648500,13475,애니메이션,전체관람가,일반영화,2012,1,겨울,194890587,"['타나카 마유미', '나카이 카즈야', '오카무라 아케미']",7.14
3004,임을 위한 행진곡,박기복,알앤오엔터테인먼트,2018-05-16,장편,한국,160,101338200,13424,드라마,15세관람가,독립/예술영화,2018,5,봄,216385269,"['김꽃비', '김부선', '전수현', '김채희']",3.58
3005,엔딩스 비기닝스,드레이크 도리머스,스마일이엔티,2020-06-24,장편,미국,251,110180880,13401,드라마,15세관람가,독립/예술영화,2020,6,여름,59523967,"['쉐일린 우들리', '제이미 도넌', '세바스찬 스탠']",5.25
3006,베스트 오브 미,마이클 호프만,플러스엠 엔터테인먼트,2015-06-18,장편,미국,118,100915600,13399,드라마,15세관람가,일반영화,2015,6,여름,217299523,"['미셸 모나한', '제임스 마스던', '라이아나 리버라토', '루크 브레이시']",8.47
3007,황금시대,허안화,판씨네마,2014-10-16,장편,중국,58,98582100,13371,드라마,12세관람가,독립/예술영화,2014,10,가을,215068958,"['풍소봉', '탕웨이']",7.73
3008,토마스와 친구들: 그레이트 레이스,데이비드 스토튼,와이드 릴리즈,2017-11-30,장편,영국,249,98705400,13314,애니메이션,전체관람가,일반영화,2017,11,가을,219876227,"['마크 모라한', '존 하슬러']",8.11
3009,나이트폴,주현량,나이너스엔터테인먼트,2012-09-27,장편,기타,108,99076000,13307,액션,청소년관람불가,일반영화,2012,9,가을,194890587,"['장가휘', '임달화']",8.06
3010,봄,조근현,필라멘트픽쳐스,2014-11-20,장편,한국,112,98566100,13234,드라마,청소년관람불가,독립/예술영화,2014,11,가을,215068958,"['박용우', '김서형', '이유영']",8.74
3011,키코리키: 시간여행,데니스 체르노프,박수엔터테인먼트,2019-04-10,장편,기타,292,95865460,13222,애니메이션,전체관람가,일반영화,2019,4,봄,226678777,"['이경태', '이상헌', '김정훈', '이인석', '신한호', '안현서']",6.44
3012,파닥파닥,이대희,씨제이이엔엠,2012-07-25,장편,한국,51,87647900,13194,애니메이션,12세관람가,독립/예술영화,2012,7,여름,194890587,"['시영준', '김현지', '안영미', '현경수', '이호산', '김은주']",8.63
3013,"귀향, 끝나지 않은 이야기",조정래,커넥트픽쳐스,2017-09-14,장편,한국,207,95769200,13193,드라마,15세관람가,독립/예술영화,2017,9,가을,219876227,"['박지희', '강하나', '서미지', '홍세나', '김시은', '최리', '정무성', '류신', '임성철', '이승현', '남상지']",7.73
3014,벤 이즈 백,피터 헤지스,팝엔터테인먼트,2019-05-09,장편,미국,78,105071865,13192,드라마,15세관람가,독립/예술영화,2019,5,봄,226678777,"['줄리아 로버츠', '루카스 헤지스']",8.37
3015,오피셜 시크릿,개빈 후드,팬엔터테인먼트,2019-11-27,장편,영국,153,105679300,13163,스릴러,15세관람가,독립/예술영화,2019,11,가을,226678777,"['키이라 나이틀리', '랄프 파인즈', '맷 스미스']",8.55
3016,슈퍼스타 뚜루,기타,박수엔터테인먼트,2020-06-04,장편,기타,300,101306020,13146,뮤지컬,전체관람가,일반영화,2020,6,여름,59523967,"['에바 해크', '호세 모타']",7.41
3017,돌아온다,허철,더블앤조이픽쳐스,2017-12-07,장편,한국,58,82977300,13130,드라마,12세관람가,독립/예술영화,2017,12,겨울,219876227,"['김유석', '손수현']",7.74
3018,도쿄 리벤저스,하나부사 츠토무,넥스트엔터테인먼트월드,2022-01-19,장편,일본,216,128177240,13122,드라마,15세관람가,일반영화,2022,1,겨울,112805094,"['키타무라 타쿠미', '이마다 미오', '요시자와 료', '야마다 유키', '스기노 요스케', '스즈키 노부유키', '이소무라 하야토', '마에다 고든', '마미야 쇼타로', '시미즈 히로야']",7.83
3019,퍼스널 쇼퍼,올리비에 아사야스,아이 엠,2017-02-09,장편,프랑스,79,105300600,13113,드라마,15세관람가,독립/예술영화,2017,2,겨울,219876227,['크리스틴 스튜어트'],6.93
3020,언플랜드,척 콘젤만,영화사오원,2020-12-17,장편,미국,281,112081660,13087,드라마,15세관람가,일반영화,2020,12,겨울,59523967,"['애슐리 브래처', '로비아 스캇', '브룩스 라이언']",9.25
3021,극장판 유루캠△,기타,애니플러스,2022-10-27,장편,일본,84,134129789,13086,애니메이션,전체관람가,일반영화,2022,10,가을,112805094,"['하나모리 유미리', '하라 사유리', '토요사키 아키', '타카하시 리에']",8.47
3022,언더 더 씨2,에반 트라멜,이언픽쳐스,2019-05-23,장편,미국,269,92593360,13086,애니메이션,전체관람가,일반영화,2019,5,봄,226678777,"['오은수', '방지원', '송영인', '조연우', '신정훈', '박상우']",2.38
3023,더 레이디,뤽 베송,씨제이이엔엠,2012-09-06,장편,프랑스,97,96024000,13051,드라마,15세관람가,일반영화,2012,9,가을,194890587,"['데이빗 듈리스', '양자경']",8.81
3024,숀더쉽 더 무비: 꼬마 외계인 룰라!,리처드 펠런,TCO더콘텐츠온,2020-02-19,장편,영국,270,98830340,13046,애니메이션,전체관람가,일반영화,2020,2,겨울,59523967,"['저스틴 플레쳐', '아멜리아 비테일']",9.25
3025,베네데타,폴 버호벤,팝엔터테인먼트,2021-12-01,장편,프랑스,157,122446300,13019,드라마,청소년관람불가,독립/예술영화,2021,12,겨울,60531087,"['비르지니 에피라', '다프네 파타키아', '샬롯 램플링', '램버트 윌슨', '클로틸드 쿠로']",7.76
3026,작가 미상,플로리안 헨켈 폰 도너스마르크,영화사 진진,2020-02-20,장편,독일,55,104603460,13003,드라마,청소년관람불가,독립/예술영화,2020,2,겨울,59523967,"['세바스티안 코치', '톰 쉴링', '폴라 비어']",9.14
3027,프리! 더 파이널 스트로크 전편,카와나미 에이사쿠,애니플러스,2022-01-20,장편,일본,77,127488230,12996,애니메이션,전체관람가,일반영화,2022,1,겨울,112805094,"['시마자키 노부나가', '스즈키 타츠히사', '미야노 마모루', '우치야마 코우키']",8.76
3028,사랑은 타이핑 중!,레지스 르왕사르,판씨네마,2013-05-22,장편,프랑스,114,87617561,12983,멜로/로맨스,15세관람가,독립/예술영화,2013,5,봄,213351030,"['로망 뒤리스', '데보라 프랑소와']",8.49
3029,별의 정원,원종식,예지림엔터테인먼트,2019-07-04,장편,한국,210,85603300,12953,애니메이션,전체관람가,독립/예술영화,2019,7,여름,226678777,"['김연우', '전태열', '신용우', '배수빈', '김새해']",9.36
3030,"안녕, 전우치! 도술로봇대결전",김대창,리틀빅픽쳐스,2015-10-08,장편,한국,173,91427600,12943,애니메이션,전체관람가,독립/예술영화,2015,10,가을,217299523,"['김율', '김새해', '정선혜', '홍범기', '안장혁', '류점희']",7.49
3031,나의 판타스틱 데뷔작,가스 제닝스,예지림엔터테인먼트,2009-05-07,장편,영국,75,80703773,12941,코미디,12세관람가,독립/예술영화,2009,5,봄,155398654,"['빌 밀러', '윌 폴터', '쥴 시트럭']",8.58
3032,용순,신준,롯데엔터테인먼트,2017-06-08,장편,한국,126,95447200,12901,드라마,15세관람가,독립/예술영화,2017,6,여름,219876227,"['이수경', '최덕문']",6.51
3033,사랑하고 있습니까,김정권, 블루필름웍스,2020-03-25,장편,한국,295,102673840,12878,판타지,12세관람가,독립/예술영화,2020,3,봄,59523967,"['김소은', '성훈']",4.72
3034,아바타 정글의 비밀,슈커,팝엔터테인먼트,2014-03-27,장편,중국,162,86145900,12876,애니메이션,전체관람가,일반영화,2014,3,봄,215068958,"['장안치', '리정샹']",4.67
3035,아이 씨 유,아담 랜달,홈초이스,2021-03-11,장편,영국,113,118153190,12870,스릴러,15세관람가,독립/예술영화,2021,3,봄,60531087,"['헬렌 헌트', '존 테니', '오웬 티그', '리베 바러', '그레고리 앨런 윌리엄스', '주다 루이스']",7.68
3036,할리데이,다니아 파스퀴니,영화사 빅,2014-10-16,장편,영국,147,94888000,12859,뮤지컬,15세관람가,독립/예술영화,2014,10,가을,215068958,"['한나 아터튼', '애나벨 스콜리', '그렉 와이즈', '줄리오 베루티']",7.56
3037,세이빙 미스터 뱅크스,존 리 행콕,월트디즈니스튜디오스코리아,2014-04-03,장편,미국,56,100274300,12831,코미디,12세관람가,일반영화,2014,4,봄,215068958,"['톰 행크스', '엠마 톰슨', '콜린 파렐']",8.52
3038,킥 애스 2 : 겁없는 녀석들,제프 와드로,유니버설픽쳐스인터내셔널 코리아,2013-10-17,장편,미국,152,92028000,12827,액션,청소년관람불가,일반영화,2013,10,가을,213351030,"['클로이 모레츠', '애런 존슨', '짐 캐리', '크리스토퍼 민츠 프래지']",8.16
3039,트윈스터즈,라이언 미야모토,CGV아트하우스,2016-03-03,장편,미국,126,102163500,12804,다큐멘터리,12세관람가,독립/예술영화,2016,3,봄,217026182,"['사만다 푸터먼', '아나이스 보르디에']",9.2
3040,라라걸,레이첼 그리피스,판씨네마,2020-04-15,장편,기타,187,108684460,12785,드라마,전체관람가,독립/예술영화,2020,4,봄,59523967,['테레사 팔머'],9.42
3041,몰리스 게임,아론 소킨,영화사 빅,2018-09-06,장편,미국,271,98185971,12784,드라마,15세관람가,독립/예술영화,2018,9,가을,216385269,"['제시카 차스테인', '이드리스 엘바', '케빈 코스트너']",8.22
3042,로스트 도터,매기 질렌할,영화특별시에스엠씨,2022-07-14,장편,미국,66,119140200,12761,드라마,15세관람가,독립/예술영화,2022,7,여름,112805094,"['올리비아 콜맨', '다코타 존슨', '제시 버클리']",7.74
3043,빅 2: 황금열쇠 대소동,기타,영화사 그램,2019-10-30,장편,기타,257,96947060,12744,애니메이션,전체관람가,일반영화,2019,10,가을,226678777,"['서반석', '김보나', '이다은', '최정윤']",6.88
3044,아스테릭스: 마법 물약의 비밀,루이 클리시,박수엔터테인먼트,2019-12-12,장편,프랑스,166,78814680,12714,애니메이션,전체관람가,일반영화,2019,12,겨울,226678777,"['크리스티앙 클라비에', '기욤 브리에']",7.27
3045,서버비콘,조지 클루니,영화사 진진,2018-07-12,장편,미국,101,106162500,12713,범죄,15세관람가,독립/예술영화,2018,7,여름,216385269,"['맷 데이먼', '오스카 아이삭', '줄리안 무어', '노아 주프']",7.13
3046,가재가 노래하는 곳,올리비아 뉴먼,소니픽쳐스엔터테인먼트코리아극장배급지점,2022-11-02,장편,미국,264,126610889,12704,드라마,15세관람가,일반영화,2022,11,가을,112805094,"['테일러 존 스미스', '해리스 딕킨슨', '데이지 에드가 존스']",9.12
3047,사다코 2,하나부사 츠토무,미디어데이,2014-03-13,장편,일본,100,92668200,12696,공포(호러),15세관람가,일반영화,2014,3,봄,215068958,"['타키모토 미오리', '세토 코지']",4.91
3048,서유기 리턴즈,신동엽,영화사 조제,2011-02-17,장편,한국,59,80194000,12696,코미디,전체관람가,일반영화,2011,2,겨울,159724465,"['김병만', '류담', '한민관', '민아령']",5.84
3049,럼 다이어리,브루스 로빈슨,마인스 엔터테인먼트,2012-09-20,장편,미국,126,91844000,12685,코미디,청소년관람불가,일반영화,2012,9,가을,194890587,"['조니 뎁', '아론 에크하트', '앰버 허드']",6.1
3050,메이드 인 이태리,제임스 다시,오드,2021-11-24,장편,영국,124,106797420,12678,드라마,12세관람가,독립/예술영화,2021,11,가을,60531087,"['리암 니슨', '발레리아 비렐로', '마이클 리처드슨']",7.06
3051,티탄,줄리아 듀코나우,영화특별시에스엠씨,2021-12-09,장편,프랑스,92,125658020,12663,드라마,청소년관람불가,독립/예술영화,2021,12,겨울,60531087,"['아가트 루셀', '뱅상 랭동', '가렌스 마릴러']",6.85
3052,레고:클러치파워의 모험,하워드 E.베이커,유니버설픽쳐스인터내셔널 코리아,2010-06-10,장편,미국,56,87727863,12631,애니메이션,전체관람가,일반영화,2010,6,여름,147759214,"['라이언 맥파틀린', '이본느 스트라호브스키']",8.07
3053,미혹,김진영,엔케이컨텐츠,2022-10-19,장편,한국,224,99911491,12620,미스터리,15세관람가,독립/예술영화,2022,10,가을,112805094,"['박효주', '김민재', '경다은', '박재준', '안예림', '김라온', '송하현', '차선우']",5.48
3054,옷코는 초등학생 사장님!,코사카 키타로,트리플픽쳐스,2019-02-27,장편,일본,155,95118580,12611,애니메이션,전체관람가,독립/예술영화,2019,2,겨울,226678777,"['코바야시 세이란', '미즈키 나나', '마츠다 사츠미', '엔도 리나']",9.22
3055,브로큰 시티,알렌 휴즈,팝파트너스,2013-04-04,장편,미국,80,90551000,12557,범죄,15세관람가,일반영화,2013,4,봄,213351030,"['마크 월버그', '러셀 크로우', '캐서린 제타 존스']",5.9
3056,페어웰,룰루 왕,오드,2021-02-04,장편,미국,162,104799900,12555,가족,전체관람가,독립/예술영화,2021,2,겨울,60531087,['아콰피나'],7.7
3057,시인의 사랑,김양희,CGV아트하우스,2017-09-14,장편,한국,119,97464900,12547,드라마,15세관람가,독립/예술영화,2017,9,가을,219876227,"['양익준', '전혜진', '정가람']",8.06
3058,호두까기 인형: 장난감 왕국 대모험,에두와르도 슐츠,THE 픽쳐스,2016-12-15,장편,기타,96,87481400,12542,애니메이션,전체관람가,독립/예술영화,2016,12,겨울,217026182,"['알리시아 실버스톤', '카렌 스트라스먼', '에드워드 애스너', '드레이크 벨']",7.67
3059,슈퍼 햄찌,주나 테나,와이드 릴리즈,2019-09-26,장편,기타,209,94640540,12493,애니메이션,전체관람가,일반영화,2019,9,가을,226678777,"['이다은', '박성영']",7.07
3060,더 보이스,마르잔 사트라피,제이앤씨미디어그룹,2018-08-29,장편,미국,64,71256000,12487,코미디,청소년관람불가,독립/예술영화,2018,8,여름,216385269,"['라이언 레이놀즈', '안나 켄드릭', '젬마 아터튼']",7.53
3061,미스터 라잇,파코 카베자스,누리픽쳐스,2016-06-16,장편,미국,92,92430800,12465,액션,청소년관람불가,일반영화,2016,6,여름,217026182,"['안나 켄드릭', '샘 록웰', '팀 로스']",7.15
3062,동쪽의 에덴 극장판 ① 더 킹오브 에덴,카미야마 켄지,애니박스 엔터테인먼트,2010-01-28,장편,일본,53,84550985,12460,애니메이션,전체관람가,일반영화,2010,1,겨울,147759214,"['하야미 사오리', '이지영', '에구치 타쿠야', '홍범기', '카와하라 모토유키', '신용우', '사이토 아야카', '정유미', '사이토 키미코', '김옥경', '타야 하야토', '홍진욱']",8.55
3063,세인트 아가타,대런 린 보우즈만,디스테이션,2020-03-19,장편,미국,390,109460080,12450,공포(호러),청소년관람불가,독립/예술영화,2020,3,봄,59523967,"['사브리나 컨', '코트니 핼버슨', '캐롤린 헤네시', '한나 피어만']",4.8
3064,혼자 사는 사람들,홍성은, 더쿱,2021-05-19,장편,한국,159,110800560,12447,드라마,12세관람가,독립/예술영화,2021,5,봄,60531087,"['공승연', '정다은']",8.08
3065,아직 끝나지 않았다,자비에 르그랑,판씨네마,2018-06-21,장편,프랑스,70,101744100,12433,드라마,15세관람가,독립/예술영화,2018,6,여름,216385269,"['레아 드루케', '드니 메노셰', '토마 지오리아', '마틸드 오느뵈']",8.28
3066,레미제라블: 뮤지컬 콘서트,제임스 파우웰,유니버설픽쳐스인터내셔널 코리아,2020-05-13,장편,미국,339,162921920,12426,뮤지컬,12세관람가,일반영화,2020,5,봄,59523967,"['알피 보', '맷 루카스', '마이클 볼', '캐리 호프 플레처', '릴리 케르호아스', '케이티 세콤브', '롭 허우첸', '샨 아코', '브래들리 제이든']",9.42
3067,소나기,안재훈,리틀빅픽쳐스,2017-08-31,장편,한국,151,79482808,12425,애니메이션,전체관람가,독립/예술영화,2017,8,여름,219876227,"['노강민', '신은수']",6.73
3068,레옹 디 오리지널,뤽 베송,제이앤씨미디어그룹,2020-06-11,장편,프랑스,130,76130900,12403,액션,청소년관람불가,일반영화,2020,6,여름,59523967,"['장 르노', '나탈리 포트만']",6.73
3069,뱅드림! 팝핀' 드림!,카키모토 코다이,애니플러스,2022-03-24,장편,일본,105,121601460,12386,애니메이션,전체관람가,일반영화,2022,3,봄,112805094,"['아이미', '오오츠카 사에', '니시모토 리미', '오오하시 아야카', '이토 아야사']",8.6
3070,너는 달밤에 빛나고,츠키카와 쇼,이수C&E,2020-06-10,장편,일본,178,109578000,12382,멜로/로맨스,12세관람가,독립/예술영화,2020,6,여름,59523967,"['나가노 메이', '키타무라 타쿠미']",8.41
3071,업 포 러브,로랑 티라르,엣나인필름,2016-12-21,장편,프랑스,64,97231300,12377,멜로/로맨스,15세관람가,독립/예술영화,2016,12,겨울,217026182,"['장 뒤자르댕', '비르지니 에피라', '세드릭 칸']",8.24
3072,우리 사랑이 향기로 남을 때,임성용, 콘텐츠존,2023-02-08,장편,한국,173,115272800,12346,멜로/로맨스,15세관람가,일반영화,2023,2,겨울,112805094,"['윤시윤', '설인아']",6.8
3073,불도저에 탄 소녀,박이웅,트윈플러스파트너스,2022-04-07,장편,한국,203,102995240,12335,드라마,15세관람가,독립/예술영화,2022,4,봄,112805094,"['김혜윤', '박혁권', '오만석', '예성', '박시우']",7.22
3074,파워 오브 도그,제인 캠피온,씨제이 씨지브이,2021-11-17,장편,미국,113,111354070,12319,드라마,15세관람가,일반영화,2021,11,가을,60531087,"['커스틴 던스트', '짐 개피건', '제시 플레먼스', '키스 캐러딘', '토마신 맥켄지', '베네딕트 컴버배치', '코디 스밋 맥피']",7.64
