,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
2238,2263,13시간,마이클 베이,,2016-03-03,장편,미국,380,1160889514,144827,"331,939,114","39,831",액션,15세관람가,일반영화
2239,2264,철의 여인,필리다 로이드,,2012-02-23,장편,영국,162,1079070500,144338,"601,412,000","78,293",드라마,12세관람가,일반영화
2240,2265,펜트하우스 코끼리,정승구,,2009-11-05,장편,한국,240,1087284273,144070,"352,505,500","44,241",드라마,청소년관람불가,일반영화
2241,2266,안나 카레니나,조 라이트,,2013-03-21,장편,미국,248,986727000,143947,"530,093,000","74,226",드라마,15세관람가,일반영화
2242,2267,헬프,테이트 테일러,,2011-11-03,장편,미국,163,1045217500,143738,"592,894,500","78,752",드라마,전체관람가,일반영화
2243,2268,불릿 트레인,데이빗 레이치,,2022-08-24,장편,미국,904,1554615073,143620,"602,994,982","52,936",액션,청소년관람불가,일반영화
2244,2269,하우스 오브 구찌,리들리 스콧,,2022-01-12,장편,미국,734,1415370730,143605,"782,911,850","78,802",범죄,15세관람가,일반영화
2245,2270,지슬 - 끝나지 않은 세월2,오멸,,2013-03-21,장편,한국,81,984416100,143490,"450,875,600","61,257",드라마,15세관람가,독립/예술영화
2246,2271,가버나움,나딘 라바키,,2019-01-24,장편,기타,111,1182486219,142622,"685,177,439","79,905",드라마,15세관람가,독립/예술영화
2247,2272,장난감이 살아있다,후안 호세 캄파넬라,,2016-09-07,장편,아르헨티나,294,1109230600,142577,"261,978,700","31,893",애니메이션,전체관람가,독립/예술영화
2248,2273,우먼 인 골드,사이먼 커티스,,2015-07-09,장편,미국,252,1096192800,142456,"571,626,200","71,829",드라마,12세관람가,독립/예술영화
2249,2274,은밀한 유혹,윤재구,,2015-06-04,장편,한국,394,1112423247,142405,"353,352,647","43,475",멜로/로맨스,15세관람가,일반영화
2250,2275,키친,홍지영,,2009-02-05,장편,한국,179,939320372,142336,"394,993,100","56,559",멜로/로맨스,15세관람가,일반영화
2251,2276,가시,김태균,,2014-04-10,장편,한국,356,1094017000,141956,"295,827,600","36,552",멜로/로맨스,청소년관람불가,일반영화
2252,2277,굿바이,타키타 요지로,,2008-10-30,장편,일본,167,885687097,141719,"399,031,167","61,432",드라마,12세관람가,독립/예술영화
2253,2278,극장판 또봇: 로봇군단의 습격,고동우,,2017-04-27,장편,한국,231,1089135300,141592,"214,935,500","27,208",애니메이션,전체관람가,일반영화
2255,2280,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,알렉세이 트시칠린,,2022-12-22,장편,기타,626,1301043791,141356,"210,642,787","22,495",애니메이션,전체관람가,일반영화
2257,2282,극장판 아이엠스타 : 꿈의 오디션!,키무라 류이치,,2016-02-11,장편,일본,254,1045638100,141025,"210,890,800","28,342",애니메이션,전체관람가,일반영화
2258,2283,나를 기억해,이한욱,,2018-04-19,장편,한국,545,1227953892,140849,"289,799,692","32,322",미스터리,청소년관람불가,일반영화
2259,2284,화장,임권택,,2015-04-09,장편,한국,327,1059405100,140616,"338,077,900","43,757",드라마,청소년관람불가,독립/예술영화
2260,2285,크롤,알렉산더 아야,,2019-11-27,장편,미국,612,1128159080,140576,"315,223,980","38,005",액션,15세관람가,일반영화
2261,2286,아르고,벤 애플렉,,2012-10-31,장편,미국,238,999347500,140522,"389,160,500","52,203",스릴러,15세관람가,일반영화
2262,2287,500일의 썸머,마크 웹,,2010-01-21,장편,미국,185,1064051540,140458,"519,444,500","66,078",드라마,15세관람가,독립/예술영화
2263,2288,블루 재스민,우디 앨런,,2013-09-25,장편,미국,207,1030316900,140350,"686,011,400","89,760",드라마,15세관람가,독립/예술영화
2264,2289,플로렌스,스티븐 프리어스,,2016-08-24,장편,영국,382,1079970100,139717,"460,420,100","58,672",드라마,15세관람가,독립/예술영화
2265,2290,액트 오브 밸러: 최정예 특수부대,마이크 맥코이,,2012-02-29,장편,미국,223,1036484500,139541,"332,364,500","42,271",액션,15세관람가,일반영화
2267,2292,꽃보다 남자,이시이 야스하루,,2008-09-11,장편,일본,196,851004500,139217,"295,082,500","45,654",멜로/로맨스,12세관람가,일반영화
2268,2293,나이트메어,사무엘 베이어,,2010-05-20,장편,미국,109,1073229640,139140,"353,516,000","43,218",공포(호러),청소년관람불가,일반영화
2269,2294,빅샤크: 매직체인지,헤 질리,,2018-06-27,장편,중국,414,1012286700,138705,"136,745,900","16,974",애니메이션,전체관람가,일반영화
2271,2296,극장판 도라에몽: 진구와 철인군단 날아라 천사들,테라모토 유키요,,2011-07-28,장편,일본,154,937570000,138277,"216,318,000","30,271",애니메이션,전체관람가,일반영화
2272,2297,극장판 엉덩이 탐정: 화려한 사건 수첩,히라야마 미호,,2019-07-11,장편,일본,561,1094031140,138118,"234,481,940","27,835",애니메이션,전체관람가,일반영화
2273,2298,데이브레이커스,마이클 스피어리그,,2010-03-18,장편,미국,187,1046842179,137955,"362,633,500","45,405",액션,청소년관람불가,일반영화
2274,2299,더 포스트,스티븐 스필버그,,2018-02-28,장편,미국,281,1090246148,137841,"601,255,748","74,508",드라마,12세관람가,독립/예술영화
2275,2300,독전: 익스텐디드 컷,이해영,,2018-07-18,장편,한국,398,844714600,137775,"236,870,200","37,991",범죄,15세관람가,일반영화
2276,2301,극장판파워레인저 엔진포스VS 와일드스피릿,모로타 사토시,,2010-01-07,장편,일본,125,978723556,137690,"221,385,500","30,052",SF,전체관람가,일반영화
